Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,City of Cornwall-Monitoring Services  Fire,,MONITORING,,100008.0,,,,,,,,204.0,,,,,,"1900 Montreal Road, Glen Stor Dun Lodge",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring,,MONITORING,,100008.0,,,,,,,,612.0,,,,,INTRUSION,"100 Water Street, Civic Aquatic Centre",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Convoy Supply Ltd.-Monitoring,,AI,,NA,,,,,,,,0.0,,,,,EQUIPMENT,220 Edmonton Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Bank Note Company Limited-Monitoring Services  Fire,,MONITORING,,NA,,,,,,,,816.0,,,,,,145 Richmond Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Bank Note Company Limited-Monitoring,,AI,,NA,,,,,,,,0.0,,,,,EQUIPMENT,145 Richmond Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Ottawa Grace Manor-Monitoring,,MONITORING,,NA,,,,,,,,804.0,,,,,ELEVATOR,1156 Wellington Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Attache Apartments-Monitoring Services  Fire,,MONITORING,,NA,,,,,,,,804.0,,,,,,200 Somerset Street West,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Attache Apartments-Monitoring,,AI,,NA,,,,,,,,0.0,,,,,EQUIPMENT,200 Somerset Street  West,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring,,AI,,,,,,,,,,150.0,,,,,EQUIPMENT,"1350 Cameron Street, Hawkesbury (Ambulance Centre)",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BentallKennedy (Canada) LP II-Monitoring Services  Fire,,MONITORING,,NA,,,,,,,,708.0,,,,,,77 Metcalfe Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BentallKennedy (Canada) LP II-Monitoring,,AI,,NA,,,,,,,,200.0,,,,,EQUIPMENT,77 Metcalfe Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Ligado Networks (old Light Squared)-Monitoring Services  Fire,20-1000BS,MONITORING,,NA,,2021-12-01,12/01/2020,2021-11-30,,,,1020.0,,,,,,1601 Telesat Court,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Ligado Networks (old Light Squared)-Monitoring,20-1000BS,AI,,NA,,2021-02-01,02/01/2020,2021-01-31,,,,0.0,,,,,EQUIPMENT,1601 Telesat Court,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Lockweld-Monitoring Services  Fire,,MONITORING,,NA,,,,,,,,900.0,,,,,,"3400 Vincent Massey Drive, Cornwall",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Lockweld-Monitoring,,AI,,NA,,,,,,,,0.0,,,,,EQUIPMENT,"3400 Vincent Massey Drive, Cornwall",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring Services  Code Blue for  to  Blair,,MONITORING,,NA,,,,,,,,540.0,,,,,,1400 to 1430 Blair Place,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Schultz Residence-Monitoring,,MONITORING,,NA,,,,,,,,0.0,,,,,INTRUSION,52 Hamilton Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Ottawa Grace Manor-Monitoring,,AI,,NA,,,,,,,,150.0,,,,,EQUIPMENT,1156 Wellington Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Vincent Residence-Monitoring,,AI,,NA,,,,,,,,228.0,,,,,INTRUSION,43 L'Oree des Bois,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"Bassi Construction, JB Holdings Inc.-Monitoring",,AI,,NA,,,,,,,,0.0,,,,,EQUIPMENT,53 Crichton Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"Bassi Construction Ltd., JB Holdings Inc.-Monitoring",,AI,,NA,,,,,,,,200.0,,,,,EQUIPMENT,59 Crichton Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Richmond Heights Apartments-Monitoring,,AI,,100201.0,,,,,,,,200.0,,,,,EQUIPMENT,2841 Richmond Road - Richmond Height Apts,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Sleepwell Property Management-Monitoring,,AI,,NA,,,,,,,,200.0,,,,,EQUIPMENT,325 Clemow Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1074MM,MONITORING,,100013.0,,2021-05-01,05/01/2017,2021-04-30,,,,600.0,,,,,FACP,400 Cooper Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,13-1217RS,MONITORING,,100013.0,,2021-05-01,05/01/2013,2021-04-30,,,,300.0,,,,,ELEVATOR,400 Cooper Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1074MM,AI,,100013.0,,2021-03-01,03/01/2017,2021-02-28,,,,200.0,,,,,EQUIPMENT,400 Cooper Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"Colliers, Outcore NXS E-6029-Monitoring Services  Fire Alarm via Internet",13-1208RS,MONITORING,,NA,,2021-05-01,05/01/2013,2021-04-30,,,,780.0,,,,,,191 Laurier Avenue West,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"Colliers, Outcore NXS E-6029-Monitoring",13-1208RS,AI,,NA,,2021-05-01,05/01/2013,2021-04-30,,,,200.0,,,,,EQUIPMENT,191 Laurier Avenue West,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Realty c/o ProREIT (Aug 2019)-Monitoring Services  Fire Alarm via Internet,13-1209RS,MONITORING,,NA,,2021-05-01,05/01/2013,2021-04-30,,,,780.0,,,,,,251 Laurier Avenue West,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Realty c/o ProREIT (Aug 2019)-Monitoring,13-1209RS,AI,,NA,,2021-05-01,05/01/2013,2021-04-30,,,,200.0,,,,,EQUIPMENT,251 Laurier Avenue West,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Monitoring,,MONITORING,,100174.0,,,,,,,,0.0,,,,,ELEVATOR,"555 MacKenzie Avenue, Connaught Building",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Monitoring,20-1300MT,AI,,100174.0,,2021-04-01,04/01/2020,2021-03-31,,,,200.0,,,,,EQUIPMENT,"555 MacKenzie Avenue, Connaught Building",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Monitoring,,AI,,100174.0,,,,,,,,190.0,,,,,EQUIPMENT,875 Heron Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Calfra Management Limited-Monitoring,19-1427JP,AI,,NA,,2021-05-01,05/01/2019,2021-04-30,,,,890.0,,,,,FIRE,210 Centrum Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BGIS-Monitoring Services  Environmental Sensor at Central Heating Plant,13-1408RS,MONITORING,,100174.0,,,,,,,,71.0,,,,,,"RCMP, Central Heating, 1200 Vanier Parkway",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,SHA Owners Inc. (District Realty)-Monitoring Services  Fire Alarm,13-1598RS,MONITORING,,NA,,,,,,,,900.0,,,,,,301 Laurier Avenue East,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,SHA Owners Inc. (District Realty)-Monitoring,13-1598RS,AI,,NA,,,,,,,,190.0,,,,,EQUIPMENT,301 Laurier Avenue East,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,SHA Owners Inc.-Monitoring,13-1597RS,MONITORING,,NA,,,,,,,,0.0,,,,,"ELEVATOR,FACP",353 Friel Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,SHA Owners Inc.-Monitoring,13-1597RS,AI,,NA,,,,,,,,190.0,,,,,EQUIPMENT,353 Friel Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Realty c/o ProREIT (Aug 2019)-Monitoring,13-1212RS,MONITORING,,NA,,2021-05-01,05/01/2013,2021-04-30,,,,300.0,,,,,ELEVATOR,251 Laurier Avenue West,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,RJ Motors Inc.-Monitoring,,MONITORING,,NA,,,,,,,,300.0,,,,,BURGULAR,34 Edgewater Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Saikaley Realty Management-Monitoring,DD,MONITORING,,NA,,,,,,,,900.0,,,,,FACP,305 Presland Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Manotick Place Retirement Community-Monitoring,12-1741RS,MONITORING,,100259.0,,2021-03-01,03/01/2012,2021-02-28,,,,900.0,,,,,FACP,"1145 Bridge Street, Manotick",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Manotick Place Retirement Community-Monitoring,12-1741RS,AI,,100259.0,,2021-07-01,07/01/2012,2021-06-30,,,,200.0,,,,,EQUIPMENT,"1145 Bridge Street, Manotick",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,PrimeCorp-Monitoring Services,13-1753RS,MONITORING,,,,2021-01-01,01/01/2013,2020-12-31,,,,900.0,,,,,,333 Metcalfe Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,PrimeCorp-Monitoring,13-1753RS,AI,,,,2021-12-01,12/01/2013,2021-11-30,,,,0.0,,,,,EQUIPMENT,333 Metcalfe Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,PrimeCorp-Monitoring,13-1748RS,MONITORING,,,,2021-01-01,01/01/2013,2020-12-31,,,,0.0,,,,,ELEVATOR,240 Stewart Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,PrimeCorp-Monitoring,13-1748RS,AI,,,,2021-04-01,04/01/2013,2021-03-31,,,,200.0,,,,,EQUIPMENT,240 Stewart Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,SEC 381 Kent-Monitoring,18-1755JS,AI-MONITORING,,NA,,,,,,,,250.0,,,,,EQUIPMENT,"381 Kent Street, Kent Medical Building",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Shall May Holdings Ltd c/o Frastell Property Mgmt Inc.-Monitoring Services  Fire Alarm,13-1814RS,MONITORING,,NA,,2021-06-01,06/01/2013,2021-05-31,,,,900.0,,,,,,465 Richmond Road - Plaza Towers Apts.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Centurion Conference and Event Center-Monitoring,,MONITORING,,NA,,,,,,,,480.0,,,,,"BURGULAR,FACP",170 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Apetito HFS Limited (old Health Care Food Services)-Monitoring,RS Quote,MONITORING,,,,,,,,,,384.0,,,,,BURGULAR,1010 Dairy Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,PrimeCorp-Monitoring,,AI,,,,,,,,,,200.0,,,,,EQUIPMENT,1760 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,TD Place-Monitoring Services using GSM and Internet,14-1633RS,MONITORING,,NA,,2021-11-01,11/01/2014,2021-10-31,,,,900.0,,,,,,1015 Bank Street - Aberdeen Pavillion,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Hercules Group-Monitoring Services,14-1598RS,MONITORING,,NA,,2021-01-01,01/01/2014,2020-12-31,,,,864.0,,,,,,"16255 County Road #2, Long Sault, ON",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Holiday Inn Orleans (Invoice Williams Hotel)-Monitoring Services,,MONITORING,,NA,,,,,,,,900.0,,,,,,500 Brisebois Crescent,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Holiday Inn Orleans (Invoice Williams Hotel)-Monitoring,,AI,,NA,,,,,,,,190.0,,,,,EQUIPMENT,500 Brisebois Crescent,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Lansdowne Retail Limited Partnership-Monitoring,,MONITORING,,NA,,,,,,,,2280.0,,,,,FACP,"Lansdowne Pk, 1130 Bank, Bldgs A, B, C, D, G and H",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,TD Place-Monitoring Services TelepHone and Internet,14-1337RS,MONITORING,,NA,,2021-07-01,07/01/2014,2021-06-30,,,,2280.0,,,,,,1015 Bank Street - Sports Complex,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,TD Place-Monitoring,14-1337RS,MONITORING,,NA,,2021-07-01,07/01/2014,2021-06-30,,,,390.0,,,,,EQUIPMENT,1015 Bank Street - Sports Complex,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,PMA Realty Consulting Inc.-Monitoring Services,14-1598RS,MONITORING,,NA,,2021-01-01,01/01/2014,2020-12-31,,,,0.0,,,,,,6532 Bilberry Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,PMA Realty Consulting Inc.-Monitoring,14-1598RS,AI,,NA,,2021-01-01,01/01/2014,2020-12-31,,,,200.0,,,,,EQUIPMENT,6532 Bilberry Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,PMA Realty Consulting Inc.-Monitoring Services,14-1597RS,MONITORING,,NA,,2021-02-01,02/01/2014,2021-01-31,,,,0.0,,,,,,6470 Bilberry Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,PMA Realty Consulting Inc.-Monitoring,14-1597RS,AI,,NA,,2021-02-01,02/01/2014,2021-01-31,,,,200.0,,,,,EQUIPMENT,6470 Bilberry Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Bell Technical Solutions-Monitoring,,MONITORING,,NA,,,,,,,,0.0,,,,,BURGULAR,1740 Woodroffe Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Bell Technical Solutions-Monitoring,,AI,,NA,,,,,,,,190.0,,,,,EQUIPMENT,1740 Woodroffe Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Sharma Business Services-Monitoring,Contract,MONITORING,,NA,,,,,,,,456.0,,,,,BURGULAR,"1755 Woodward Drive, Suite 100",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Bank Note Company Limited-Monitoring,18-1697BS,MONITORING,,NA,,2021-01-01,01/01/2018,2020-12-31,,,,130.0,,,,,EQUIPMENT,975 Gladstone Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Bisson Electric-Monitoring,DD Quote,MONITORING,,NA,,,,,,,,0.0,,,,,BURGULAR,1466 Triole Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,The Element-Monitoring,,MONITORING,,NA,,,,,,,,288.0,,,,,BURGULAR,425 Marche Way,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Crown Property Management-Monitoring,19-1529WI,MONITORING,,,,2021-11-01,11/01/2019,2021-10-31,,,,480.0,,,,,BURGULAR,1545 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Skyline Commercial Real Estate Holdings Inc.-Monitoring Services,15-1719DD,MONITORING,,100121.0,,2021-12-01,12/01/2015,2021-11-30,,,,900.0,,,,,,1283 Algoma Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Skyline Commercial Real Estate Holdings Inc.-Monitoring,15-1719DD,AI,,100121.0,,2021-12-01,12/01/2015,2021-11-30,,,,190.0,,,,,EQUIPMENT,1283 Algoma Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Skyline Commercial Real Estate Holdings Inc.-Monitoring Services,15-1718DD,MONITORING,,100121.0,,,,,,,,900.0,,,,,,2525 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Skyline Commercial Real Estate Holdings Inc.-Monitoring,15-1718DD,AI,,100121.0,,,,,,,,200.0,,,,,EQUIPMENT,2525 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BTB Reit-Monitoring,16-1002DD,MONITORING,,NA,,2021-12-01,12/01/2016,2021-11-30,,,,900.0,,,,,FACP,2200 Walkley Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BTB Reit-Monitoring,16-1002DD,AI,,NA,,2021-12-01,12/01/2016,2021-11-30,,,,190.0,,,,,EQUIPMENT,2200 Walkley Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring Services,17-1073MM,MONITORING,,100013.0,,2021-02-01,02/01/2017,2021-01-31,,,,720.0,,,,,,975 St. Joseph Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1073MM,AI - MONITORING,,100013.0,,2021-06-01,06/01/2017,2021-05-31,,,,200.0,,,,,EQUIPMENT,975 St. Joseph Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring Services,17-1073MM,MONITORING,,100013.0,,2021-02-01,02/01/2017,2021-01-31,,,,720.0,,,,,,550 Place de la Cite,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1073MM,AI - MONITORING,,100013.0,,2021-10-01,10/01/2017,2021-09-30,,,,200.0,,,,,EQUIPMENT,550 Place de la Cite,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Communications Research Centre Canada-Monitoring,,MONITORING,,NA,,,,,,,,900.0,,,,,FACP,3701 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1073MM,MONITORING,,100013.0,,2021-02-01,02/01/2017,2021-01-31,,,,720.0,,,,,FACP,120 boul. De l'Hopital,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar-Monitoring,17-1074MM,MONITORING,,NA,,2021-02-01,02/01/2017,2021-01-31,,,,720.0,,,,,FACP,1 Antares Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1073MM,MONITORING,,100013.0,,2021-02-01,02/01/2017,2021-01-31,,,,720.0,,,,,FACP,480 boul. De la Cite,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1074MM,MONITORING,,100013.0,,2021-02-01,02/01/2017,2021-01-31,,,,720.0,,,,,FACP,2465 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1073MM,AI MONITORING,,100013.0,,2021-01-01,01/01/2017,2020-12-31,,,,200.0,,,,,EQUIPMENT,120 boul. De l'Hopital,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1074MM,AI MONITORING,,100013.0,,2021-12-01,12/01/2017,2021-11-30,,,,200.0,,,,,EQUIPMENT,1 Antares Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1073MM,AI MONITORING,,100013.0,,2021-02-01,02/01/2017,2021-01-31,,,,200.0,,,,,EQUIPMENT,480 boul. De la Cite,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1074MM,AI MONITORING,,100013.0,,2021-01-01,01/01/2017,2020-12-31,,,,200.0,,,,,EQUIPMENT,2465 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1074MM,MONITORING,,100013.0,,2021-02-01,02/01/2017,2021-01-31,,,,720.0,,,,,FACP,1145 Hunt Club Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Cominar REIT-Monitoring,17-1074MM,AI MONITORING,,100013.0,,2021-05-01,05/01/2017,2021-04-30,,,,200.0,,,,,EQUIPMENT,1145 Hunt Club Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Bank Note Company Limited-Monitoring,,MONITORING,,NA,,,,,,,,816.0,,,,,FACP,975 Gladstone Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
