ID,Legal Company Name,Local Address,Contact,Phone,Ext.,Fax,Cell,Email,Web page,SO#,Billing Address,City,Province,Postal Code,PO#,Site Address,CustomerCode,LocationCode,IsActive,Site Contact,Phone,Pager,Inspection Type,Price,Inspection Month,Inspection Quote #,Deficiency Quote #,Fire Protection Equipment,eftemp,Remarks,Field1,Field2
1739,BGIS,,,,,,,,,,,,,,,555 boul. Des Entreprises (Old Zellers),,,FALSE,Marc Bouille & Francis Bourgeois,,,SAI,"$1,520.00",,17-1248JP,,Hydrant x 3,"LOST APR 2018. Use PO 5521754 for Oct 2017 SAI. Also Invoice $1520 in April. Hydrants to be winterized in October. Do Entreprises first, then Carrefour.","NEED PO#. 2015, 2016 and 2017-$1520.",,
1738,BGIS,,,,,,,,,,,,,,,555 boul. Des Entreprises (Old Zellers),,,FALSE,Marc Bouille & Francis Bourgeois,,,AI,"$1,520.00",,17-1248JP,,Hydrant x 3,"LOST APR 2018. Also Invoice $1520 in October. Hydrants to be winterized in October. Do Entreprises first, then Carrefour.","NEED PO#. 2015, 2016 and 2017-$1520.",,
1418,Val Roca Management Inc.,103 - 160 George Street,Nancy Bouillon,(613) 744-1199,,,(613) 898-0620,,,,103 - 160 George Street,Ottawa,Ontario,K1N 9M2,,"556 Laurier Avenue West, CCC 289",,,FALSE,Gary McGuire,(613) 227-8805,,AI,$200.00,,,,AI of Monitoring,Cost included with monitoring services invoiced in October.,,,
1176,Val Roca Management Inc.,103 - 160 George Street,Nancy Bouillon,(613) 744-1199,,,(613) 898-0620,,,,103 - 160 George Street,Ottawa,Ontario,K1N 9M2,,"556 Laurier Avenue West, CCC 289",,,FALSE,Gary McGuire,(613) 227-8805,,AI,"$4,670.00",,16-1721JS,,"FA, EOL's, 4"" Dry Spr x 2, 2.5"" Wet x 1, FPFT from FHC-600V Electrn Reqd, LSA's, FHC, ELU and FE","LOST IN 2017. FOLLOW SCHEDULE. Bells after 9AM. Hydro and Elevators. Access to appx 115 suites required (LSA/HD/Spkr in each). 2014-2 techs, 4.25 days (KM/JF) and RE/SR for 1/2 day in spring, 2016-2T,4.75days (KV/TO) and RE/PI for 1/2 day for FP.","2014, 2015 and 2016-$4670. tracey.larin@valroca.com",,
606,Vigi Sante Ltee,"565 Boul, de L'Hoptial",Shani Labelle,(514) 594-0346,,,,,,,CHSLD Vigi de L'Outaouais,Gatineau,Quebec,H9B 3H8,,565 Blvd.de L'Hopital,,,FALSE,Denis Auger,(819) 568-7434,,AI,$0.00,,17-1840BS-2yr contract,,"FA, CO2 Detectors, Wet 6"" Spr x 1, Hydrant x 3, No FHC, No EL-on generator, Exts, Kitchen","Contract cancelled May 2020 Bell test must be In PM. ALWAYS GET WORK ORDER SIGNED. 2018-CL/TO-2 days, 2019-CL/SR-1.5 days and RE 5hrs. Need police check. Elevators. Alternate on-site contact is Chantal Leblanc at front desk, T-819-568-7434 X349.","2 YR CONTRACT FOR 2018/19 & 2019/20. Raised prices 3% for 2009, 2012, 2013, 2016 and 2017. SEE DENIS AUGER BEFORE BEGINNING. rdupont@vigisante.com",,
738,Vigi Sante Ltee,"565, boul. De l'Hopital",Shani Labelle,(514) 594-0346,,,,,,,CHSLD Vigi de L'Outaouais,Gatineau,Quebec,H9B 3H8,,"565, blvd. de l'Hopital",,,FALSE,Denis Auger ee Chantal),(819) 568-7434,,SAI,$0.00,,17-1840BS-2yr contract,,Kitchen System,"Contract cancelled May 2020 Cost included in AI price. ALWAYS GET WORK ORDER SIGNED. rdupont@vigisante.com/slabelle2@vigisante.com Alternate on site contact is Chantal Leblanc at front desk, T-819-568-7434 X349.","2 yr contract for 2018/19 and 2019/20. Raised prices 3% for 2009, 2012, 2013, 2016 and 2017. SEE DENIS AUGER BEFORE BEGINNING.",,
1503,"Bassi Construction Ltd., JB Holdings Inc.","2575 Delzotto Ave., Ottawa, K1T 3V7",Angie Storie,(613) 822-6767,274,,(613) 410-8517,,,,"2575 Delzotto Ave., Ottawa, K1T 3V7",Ottawa,Ontario,K1T 3V7,,59 Crichton Street,,,FALSE,Angie Storie,(613) 822-6767,,AI,$200.00,,,,Monitoring Equipment AI,CANCELLED MAY 2019. System #25/26-01-1253. Cost included in monitoring services. Front door passcode is 251. Lock box in Laundry room is 257.,,,
506,"Bassi Construction Ltd., JB Holdings Inc.","2575 Delzotto Ave., Ottawa, K1T 3V7",Angie Storie,(613) 822-6767,274,,(613) 410-8517,,,,"2575 Delzotto Ave., Ottawa, K1T 3V7",Ottawa,Ontario,K1T 3V7,,59 Crichton Street,,,FALSE,Angie Storie,(613) 822-6767,,MONITORING,$900.00,,,,Monitoring Services - Fire Landline/Internet,"CANCELLED MAY 2019. May 1, 20?? toApril 30, 20??. System #25/26-01-1253. $75.00 per month",Send a client info sheet for revisions to contact names.,,
1987,Windmill Dream Ontario Holdings LP,6 Booth Street,Victor Briglio,(613) 793-3194,,,,,,,6 Booth Street,Ottawa,Ontario,K1R 6K8,,6 Booth Street,,,TRUE,Victor Briglio/Pascal,(613) 793-3194,,AI,$0.00,,,,"FA, Dry Spr, ELU and FE",2019-BY OTHERS. New FACP and ELU's installed in Feb 2018 by GS. 2019-Also sent pricing for MI's,vbriglio@dream.ca; pascal.lefrancois@zibi.ca,,
1723,Tungasuvvingat Inuit,1071 Richmond Road,Mark Mongrain,(613) 565-5885,19,(613) 563-4136,(613) 857-4955,,,,604 Laurier Avenue West,Ottawa,Ontario,K1R 6L1,,604 Laurier Avenue West,,,FALSE,Mark Mongrain,(613) 565-5885,,MI,$110.00,,17-1199JP,,ELU and FE,Now closed - take key #57 (Feb 2017). Same day as AI in April.,"2015 and 2016 - $110, 2017-$320 for AI and $110 for MI.",,
1410,Tungasuvvingat Inuit,1071 Richmond Road,Mark Mongrain,(613) 565-5885,19,(613) 563-4136,(613) 857-4955,,,,604 Laurier Avenue West,Ottawa,Ontario,K1R 6L1,,604 Laurier Avenue West,,,FALSE,Mark Mongrain,(613) 565-5885,,AI,$320.00,,17-1199JP,,"LSA, ELU and FE","Now closed - take key #57 (Feb 2017). 2015-2 techs, 2 hrs, 2016-1 tech,1hr (AM), 2017-TT/PN, 1.5hrs. Office only. Do after 297 Savard.","2013 and 2014-$275, 2015 and 2016-$295, 2017-$320 for AI and $110 for MI.",,
1239,Naomi's Family Resource Centre,"PO Box 849, 607 St. Lawrence St, Winchester, ON K0C 2K0",Verna Leger,(613) 774-2838,,,,,,,"PO Box 849, 607 St. Lawrence Street",Winchester,Ontario,K0C 2K0,,"607 St. Lawrence Street, Winchester",,,FALSE,Verna Leger,(613) 774-2838,,AI,$650.00,,MT Verbal to JV,,"FA, EOL's, Mag locks, ELU and FE",1st time in 2012. Send DD-lives close along with a jr tech-preferably female. Beware-Women's shelter. 2012 and 2013-$650. 8AM start-start with FE and ELU and then do FA.,verna@naomiscentre.com,,
1249,BGIS,"625 boul. Du Carrefour Gatineau, Quebec J8T 8L8",Monique Simon (PSC/TSC,(819) 772-0960,,(819) 772-2477,(819) 213-0268,Monique.Simon@snclavalinom.com,,,,Gatineau,Quebec,,,"625 du Carrefour, Gatineau, Gatineau Preserv. Ctre",,,FALSE,Marc Bouille & Francis Bourgeois,,,S-AI,"$1,162.80",,17-1249JP,,S-AI (4) Hydrants (Winterize in October) not connect to FA Sys.,"LOST APR 2018. Use PO 5521760 for Oct 2017, Invoice $1162.80l. Hydrants to be winterized in October. Do Entreprises first, then Carrefour.","NEED PO#. 2015 and 2016-$1140, 2017-$1162.",,
1248,BGIS,"625 boul. Du Carrefour Gatineau, Quebec J8T 8L8",Monique Simon (PSC/TSC,(819) 772-0960,,(819) 772-2477,(819) 213-0268,Monique.Simon@snclavalinom.com,,,,Gatineau,Quebec,,,"625 du Carrefour, Gatineau, Gatineau Preserv. Ctre",,,FALSE,Marc Bouille & Francis Bourgeois,,,AI,"$1,162.80",,17-1249JP,,AI (4) Hydrants not connected to FA Sys.,"LOST APR 2018. Hydrants to be winterized in October. Do Entreprises first, then Carrefour. 2015-1 tech, 2 hrs.","NEED PO#. 2015 and 2016-$1140, 2017-$1162.",,
2414,Colonnade Bridgeport,"16 Concourse Gate, Suite 200",Laura Domoney,(613) 228-8118,,,,,,,"16 Concourse Gate, Suite 200",Ottawa,Ontario,,,"640646-648 O'Brien Rd, Renfrew",,,TRUE,Carlos Altobelli,(613) 227-8738,,MI,$750.00,,,,,,,,
2392,Dehavland Capital Corporation,220 Sparks Street,Cliff Ladd,(613) 829-5576,,,(613) 882-1113,,,,220 Sparks Street,Ottawa,Ontario,K1P 5C1,,65 Bank Street,,,TRUE,Marcel Poulin,,,AI,$0.00,,19-1610JH,,"FA, Spr, BFP x 1, FPFT, FHC, ELU and FE",Cancelled June 25 2020 1st time in 2019. Do all 4 sites together. Follow schedule. Devaland office. Perform on Monday or Friday only-Morgentaler clinic.,mpoulin-dahavland@bellnet.ca,,
1746,Paramount Properties,1401 Prince of Wales Drive,Eric Poirier,(613) 746-2421,,,(613) 299-4943,,,,1401 Prince of Wales Drive,Ottawa,Ontario,K2C 3J8,,659 Wilson Street,,,FALSE,,(613) 746-2421,,AI,$300.00,,15-1049RS,,"FA, EOL's, ELU and FE","1st time in 2015-2 techs, 3hrs. No elevator or hydro. No access to apts required. Make notice. Mtce Manager is Matt Leger, Cell-613-913-2672. Door Access Code #1952, Key code to Electrical Room is 746.",2015-$300.,,
1745,Paramount Properties,1401 Prince of Wales Drive,Eric Poirier,(613) 746-2421,,,(613) 299-4943,,,,1401 Prince of Wales Drive,Ottawa,Ontario,K2C 3J8,,669 Wilson Street,,,FALSE,,(613) 746-2421,,AI,$300.00,,15-1050RS,,"FA, EOL's, ELU and FE","1st time in 2015-2 techs, 2.5hrs. No elevator or hydro. No access to apts required. Make notice. Mtce Manager is Matt Leger, Cell 613-913-2672. Door Access Code #1952, Key code to Electrical Room is 746.",2015-$300.,,
2350,Inside Edge,"464 Bank Street, Suite 200",Alyssa Greening,(613) 226-9902,,,(613) 914-2405,,,,"464 Bank Street, Suite 200",Ottawa,Ontario,K2P 1Z3,,670 Alexandre Tache Blvd.,,,TRUE,Daniel Bonia,(613) 226-9902,,AI,$860.00,,Q670Alex2019,,"FA x 2, 6"" Dry x 3, ELU and FE",Cancelled May 2020 Barn and stables. Allard 2017-$825 and 2019-$860. 2019-AM/TO 6.5s and IO,"2 bldgs: Stables-FA, 6"" Dry x 2, EL and FE and Barn-FA, 6"" Dry x 1,EL and FE.",,
1052,Gold Key Property Management,,,(613) 725-1111,237,,,,,,,,,,,707-725 Belfast Road,,,FALSE,Dragan/Marlene,(613) 725-1111,,AI,$850.00,,11-1168,,"Wet 6"" Spr x 2, ELU, FE's","On hold May 2011-may be expropriated by City. New in 2010. Need keys for locked Spr/Electrical Room. 1st time in 2010, 2 guys, 5 hours. Monitored but no FA. 2010-T&M-$847, 2011-$850.",,,
2395,Dehavland Capital Corporation,220 Sparks Street,Cliff Ladd,(613) 829-5576,,,(613) 882-1113,,,,220 Sparks Street,Ottawa,Ontario,K1P 5C1,,71 Bank Street,,,TRUE,Marcel Poulin,,,AI,$0.00,,19-1610JH,,"FA, Spr, BFP x 1, ELU and FE",Cancelled June 25 2020 1st time in 2019. Do all 4 sites together. Follow schedule. McDonalds.,mpoulin-dahavland@bellnet.ca,,
804,Brookfield Lepage Johnson Controls,1424 Sandford Fleming Ave,Leonard Patter,(613) 521-0865,224,(613) 521-2620,(613) 266-5943,,,,1424 Sandford Fleming Ave,Ottawa,Ontario,,,"720 Heron Rd, Bldg B",,,FALSE,Ernesto,(613) 864-1593,,AI,"$2,975.00",,10-1025,,"FA, 6"" Wet Spr x 1, FHC, EL, FE's","2009-2 guys, 2 long days. Elevators. Bells 6PM on 2nd day. Need guard for access. Bring 12' A-frame ladder. Call Ernesto for access. Leonard.patter@bljc.com","2008 and 2009-$2890, 2010-$2975",,
1470,City of Cornwall,,,,,,,,,,"Accounts Payable, PO Box 216",Cornwall,Ontario,K6H 5T9,,"767 Seventh Street, Big Ben Ski Chalet",,,FALSE,,,,MONITORING,$204.00,,,,Monitoring Services - Intrusion,"LOST FEB 2017. May 1, 20?? To Apr 30, 20??. AI not required. 2 year contract May 1/14 to Apr 30/16 with 1 option year.",Account #38-01-5240,,
1483,BentallKennedy (Canada) LP II,50 O'Connor Street,Brandon Malleck,,,,,,,,50 O'Connor Street,Ottawa,Ontario,,,77 Metcalfe Street,,,FALSE,Barry Teevens,(613) 563-8312,,AI,$200.00,,,,Monitoring Equipment AI,"LOST JAN 13, 2017 TO SECURITY.CA. Account #25-01-1219. 2016-$190, 2017-$200.",,,
1482,BentallKennedy (Canada) LP II,50 O'Connor Street,Brandon Malleck,,,,,,,,50 O'Connor Street,Ottawa,Ontario,,,77 Metcalfe Street,,,FALSE,Barry Teevens,(613) 563-8312,,MONITORING,$708.00,,,,Monitoring Services - Fire,"LOST JAN 13, 2017 TO SECURITY.CA. December 14, 20?? To December 13, 20??. Account #25-01-1219. $59 per month",,,
1371,BentallKennedy (Canada) LP II,50 O'Connor Street,Brandon Malleck,,,,,,,,50 O'Connor Street,Ottawa,Ontario,,,77 Metcalfe Street,,,FALSE,Barry Teevens,(613) 563-8312,,MONITORING,$300.00,,RS Quote,,Monitoring Services - Elevator Phone,"LOST JAN 13, 2017 TO SECURITY.CA. Elevator Phone Monitoring - December 14, 20?? To December 13, 20??. AI not required. Account #27-01-8381.",,,
604,Shepherds of Good Hope,233 Murray Street,,(613) 688-2929,,(613) 789-0888,,,,,233 Murray Street,Ottawa,Ontario,K1N 5M9,,78 & 80 Nelson Street,,,FALSE,Matthew Gibbon,(613) 688-2929,,AI,,,18-1001JP-REV,,"FA, EOL's, LSA's, ELU, Exts","2018 QUOTE SENT SEPT 2017-NO RESPONSE RECEIVED 2018. 2015-CL/ZT, 6.5 hrs, 2016-JF/JC 6hrs, 2017-TT/NW-5hrs. Bells After 9AM. No hydro vault or elevator shaft. Need access and escort to apts to test LSA's.","2007-$320, 2008-$390, 2009-$425, 2010-$425, 2011-$455, 2012 and 2013-$485, 2014, 2015 and 2016-$495, 2017-$525, 2018-$540.",,
1120,BGIS,,Christopher Gremli,(613) 232-8541,,(613) 325-0539,(613) 325-0539,,,,,,,,,"79 Bentley Avenue, Uniform #2",,,FALSE,Curtis Monroe,,,AI,,,Tender,,FA and EOL's Only,"Elevator shaft. 2016-KM/Char, 8.5hrs for all. 2017-JC/TT-8hrs for all.",PO 5522401 valid Apr 1/17 to Mar 31/18.,,
968,BGIS,,Christopher Gremli,(613) 232-8541,,(613) 325-0539,(613) 325-0539,,,,,,,,,"79 Bentley Avenue, Uniform #2",,,FALSE,Curtis Monroe,,,AI,,,Tender,,"Wet 8"" Spr x 1, (Glycol in Loading Dock removed), FHC, ELU and FE's","1 SO only. Bring garden hose to test outside ITV's. 2016, KM/Char, 8.5hrs for all of AI.",PO 5522401 valid Apr 1/17 to Mar 31/18.,,
1129,Canadian Border Services Agency,"79 Bentley Avenue, Ottawa, ON  K2E 6T7",Stephen Disipio,,,(613) 952-7825,,,,,"CBSA, Science & Engineering, 79 Bentley Ave",Ottawa,Ontario,K2E 6T7,,"79 Bentley, in Mobile Lab",,,FALSE,Stephen Disipio,(613) 946-0723,,AI,$95.00,,FG-Email Mar 3/11,,FE x 3 Only,"Already invoiced in April 2011 (PO 2011006831), inspect same time as MI at 79 Bentley (October 6, 2011).",stephen.disipio@cbsa-asfc.gc.ca,,
1128,Canadian Border Services Agency,"79 Bentley Avenue, Ottawa, ON K2E 6T7",Stephen Disipio,,,(613) 952-7825,,,,,"CBSA, Science & Engineering, 79 Bentley Ave",Ottawa,Ontario,K2E 6T7,,"79 Bentley, in Mobile Lab",,,FALSE,Stephen Disipio,(613) 946-0723,,AI,$95.00,,FG-Email Mar 3/11,,FE x 3 Only,"PO 2011006831, inspect same time as MI at 79 Bentley (April 7, 2011).",stephen.disipio@cbsa-asfc.gc.ca,,
297,Colliers International (Invoice CanFirst Ottawa Properties Inc.),930-340 Albert Street,Oryst Deneka/Kate Collins,(613) 683-2223,,,,,,,"250 Bloor Street East, 15th Floor",Toronto,Ontario,M4W 1E5,,8 Colonnade Road,,,FALSE,Eric Thouin,,,MI,$160.00,,19-1255JP,,"F/A, 6"" Wet Spr x 1, E/L, Exit Signs, and FE's","Sold Jume 19, 2020 AI in May. Raise 3% each year.","12 equal monthly payments - 2018-$155 ea, 2019-$160 ea.",,
296,Colliers International (Invoice CanFirst Ottawa Properties Inc.),930-340 Albert Street,Oryst Deneka/Kate Collins,(613) 683-2223,,,,,,,"250 Bloor Street East, 15th Floor",Toronto,Ontario,M4W 1E5,,8 Colonnade Road,,,FALSE,Eric Thouin,,,AI,$160.00,,19-1255JP,,"FA, EOL's, 6"" Wet Spr x 1, EL, Exit Signs, FE","Sold June 19, 2020 Bells 6AM. 2018-JC/TO-4.5hrs, 2019-JC/TO-4hrs and RE-2hrs. Raise 3% each year.","12 equal monthly payments - 2018-$155 ea, 2019-$160 ea.",,
258,Maxville Manor,"80 Mechanic Street East, Maxville, Ontario K0C 1T0",Robert MacDougall,(613) 527-2170,230,(613) 527-3103,(613) 930-5413,,,,80 Mechanic Street East,Maxville,Ontario,K0C 1T0,,"80 Mechanic Street East, Maxville",,,FALSE,Robert MacDougall,(613) 527-2170,,SAI,$0.00,,18-1545JP-REV,,Kitchen system inspection by others,KITCHEN BY OTHERS in 2018. Cost included with AI. Parts only.,Puff test done with AI only.,,
1190,Paramount Properties,1401 Prince of Wales Drive,Eric Poirier,,,,(613) 299-4943,,,,1401 Prince of Wales Drive,Ottawa,Ontario,K2C 3J8,,80 Rideau Terrace,,,FALSE,Vassili Netchaev,(613) 742-6161,,AI,$580.00,,14-1859RS,,"FA, EOL's, 4"" Wet Spr x 1, ELU, and FE",1st time in 2014 for Paramount. SEND NOTICES. 2014 repairs not completed-Paramount didn't call in Vigilant to program.,epoirier@paramountapts.com; rideau@paramountapts.com,,
1465,City of Cornwall,,,,,,,,,,"Accounts Payable, PO Box 216",Cornwall,Ontario,K6H 5T9,,"800 7th Street West, Benson Centre",,,FALSE,,,,MONITORING,$408.00,,,,Monitoring Services  - Fire,"LOST FEB 2017. May 1, 20?? To Apr 30, 20??. AI not required. 2 year contract May 1/14 to Apr 30/16 with 1 option year.",Account #38-01-5235/38-01-5236,,
806,Brookfield Lepage Johnson Controls,1424 Sandford Fleming Ave,Leonard Patter,(613) 521-0865,224,(613) 521-2620,(613) 266-5943,,,,1424 Sandford Fleming Ave,Ottawa,Ontario,,,855 Brookfield Bldg C,,,FALSE,Ernesto,(613) 864-1593,,AI,"$2,100.00",,10-1025,,"FA, 6"" Wet Spr x 1, EL, FE","2009-2 guys, 9 hrs. Elevator Shaft, Bells after hours. Secur to contact monitoring and OFS-info on FA Door. Call Ernesto for access. Leonard.patter@bljc.com","2008 and 2009-$2040, 2010-$2100.",,
1462,City of Cornwall,,,,,,,,,,"Accounts Payable, PO Box 216",Cornwall,Ontario,K6H 5T9,,"861 Second Street, Water Purification Plant",,,FALSE,,,,MONITORING,$204.00,,,,Monitoring Services - Intrusion,"LOST FEB 2017. May 1, 20?? To Apr 30, 20??. AI not required. 2 year contract May 1/14 to Apr 30/16 with 1 option year.",Account #38-01-5232,,
1453,City of Cornwall,,,,,,,,,,"Accounts Payable, PO Box 216",Cornwall,Ontario,K6H 5T9,,"863 Second Street West, Cornwall Transp./Garage",,,FALSE,,,,MONITORING,$204.00,,,,Monitoring Services - Fire,"LOST FEB 2017. May 1, 20?? To Apr 30, 20??. AI not required. 2 year contract May 1/14 to Apr 30/16 with 1 option year.",Account #38-01-5223,,
1943,BGIS,,,,,,,,,,,,,,,875 Heron Road,,,TRUE,,,,QI,$247.41,,,,Rental of hearing impaired pagers,CANCELLED OCT 2018. July to Sept 20??. $82.47 per month.,,,
1942,BGIS,,,,,,,,,,,,,,,875 Heron Road,,,TRUE,,,,QI,$247.41,,,,Rental of hearing impaired pagers,"CANCELLED OCT 2018. January to March 20??. $82.47 per month. GOC26052716 valid to March 31, 2018.",,,
1941,BGIS,,,,,,,,,,,,,,,875 Heron Road,,,TRUE,,,,QI,$247.41,,,,Rental of hearing impaired pagers,CANCELLED OCT 2018. April to June 20??. $82.47 per month.,,,
1940,BGIS,,,,,,,,,,,,,,,875 Heron Road,,,TRUE,,,,QI,$247.41,,,,Rental of hearing impaired pagers,CANCELLED OCT 2018. October to December 20??. $82.47 per month,,,
1521,BGIS,"2141 Thurston Drive, Ottawa, Ontario K1G 6C9",,,,,,,,,"7400 Birchmount Road, PO Box 4800",Markham,Ontario,L3R 4E6,,875 Heron Road,,,FALSE,Tim McNally,(613) 526-4968,,,$66.30,,17-04030-0001BS,,Rental of pagers,"CANCELLED OCT 2018.  Rental of 3 pagers for hearing impaired. April 1, 20?? To Mar 31, 20??. 2016-$80.85 per month x 12 months = $970.20, 2017-$99 per month=$1088 per year.",PO 5520750 valid Apr 1/17 to Mar 31/18.,,
1252,"2350648 Ontario Inc., Daniel B. Warren","881 Lady Ellen Place, Suite 200",Reception,,,,,,,,,Ottawa,Ontario,K1Z 1A1,,881 Lady Ellen Place,,,FALSE,Receptionist,,,AI,$150.00,,15-1625MT,,FE's only,New client in 2015. FE's only.,,,
1282,Secur Fire,,,,,,,,,,,,,,,889 Lady Ellen Place,,,FALSE,John Vincent,,,,$0.00,,NA,,FA only,,,,
320,Colonnade Management Inc.,"16 Concourse Gate, Suite 200",Tim Hood/Despina Konsoulas,(613) 225-8118,,(613) 225-3898,,,www.colonnadedevelopment.com,,"16 Concourse Gate, Suite 200",Ottawa,Ontario,K2E 7M6,,9 Auriga Drive,,,FALSE,Alain Guay,,,AI,$0.00,,Tender,,"FA x 2 (Base and MCR Room), EOL's, Hydrant x 1, ELU, Exit Signs, Ext.","LOST MAY 1, 2018. 2015-2 techs, 7.5hrs, 2016-JF/FD, 9hrs, 2017-JF/AM 10hrs. Bells 6AM. No elevator or hydro.",PRICES CHANGE EVERY MAY. Tender May 1/15 to April 30/18 and 2 1-year options.,,
485,Canadian Tire - Casselmann,95 Lafleche Blvd.,Francois St-Germain,(613) 764-0401,,(613) 764-3187,,,,,95 Lafleche Blvd.,Casselmann,Ontario,,,95 Lafleche Blvd,,,FALSE,Francois St-Germain/Mario Caissy,(613) 764-0401,,AI,"$1,140.00",,12-1653,,"FA, EOL's, Wet Spr, FHC, EL, Exts.","2012-no response from client. EST2, Dry Sys for garden center removed in 2011. 2007-2 guys, 1 day. No hydro vault or elevator shaft. Bells at 745AM before store opens.","2007-$940, 2008 and 2009-$990, 2010 and 2011-$1040, 2012-$1140",,
2264,Tamir Foundation,"11 Nadolny Sachs Private, Suite 218",Jessica,(613) 725-3519,,(613) 725-6045,,,,,"11 Nadolny Sachs Private, Suite 218",Ottawa,Ontario,K2A 1R9,,959 Hare Street,,,TRUE,Sandi McCaw,(613) 866-2214,,AI,$150.00,,Bill,,"LSA's, 9V LSA's in bedrooms and FE's","Allard estimate-1T, 1.5hrs Do not do inspection asd per Chris Frizzell",,,
1894,Ann and Gary Joyce,97 River Road,,,,,,,,,97 River Road,Lansdown,Ontario,K0E 1L0,,"97 River Road, Landsdown, Ontario",,,TRUE,Ann and Gary Joyce,,,MONITORING,$276.00,,,,Monitoring Services,"CANCELLED JAN 2019. Account # 38-01-5248. $20 per month. January 1, 20?? To December 31, 20??.","2017-$240, 2018-$276",,
1876,Canadian Bank Note Company Limited,"145 Richmond Road, Ottawa, Ontario K1Z 1A1",Kevin Vaughan,(613) 722-3422,,,(343) 961-6948,,,,145 Richmond Road,Ottawa,Ontario,K1Z 1A1,,975 Gladstone Avenue,,,TRUE,Kevin Vaughan,(613) 722-3422,,SAI,$0.00,,18-1697BS,,FLCS,"Cost included in AI in January. Cancelled Feb 25, 2020",,,
1669,Canadian Bank Note Company Limited,"145 Richmond Road, Ottawa, Ontario K1Z 1A1",Kevin Vaughan,(613) 722-3422,,,(343) 961-6948,,,,145 Richmond Road,Ottawa,Ontario,K1Z 1A1,,975 Gladstone Avenue,,,FALSE,Kevin Vaughan,(613) 722-3422,,AI,$0.00,,18-1697BS,,"FA, EOL's, Voice, Novex1230 in 2nd Fl Comp Rm, VESDA in Inlay (Clean) Room, 4 Wet Spr, 4 Glycol, FLCS, FHC and FE","NO RESPONSE IN 2018-did AI Jan 2019-GS/AM-5 days but no audibles. Various $-see quote. Estimate 2 techs, 3-4 days, 2016-GS/ZK, 4days, 2017-GS/TO-3 days but Forbes did Spr. Hydro, no elevator. For 2020-Cancelled Feb 25, 2020",Send police checks to cbnsecurity@cbno.com and copy Kevin too.,,
793,Morguard Investments Ltd.,"402-350 Sparks Street, Ottawa, Ontario  K1R 7S8",,,,,,,,,402-350 Sparks St.,Ottawa,Ontario,,,99 Metcalfe,,,FALSE,Waylon Proulx,(613) 565-1664,,AI,"$3,000.00",,08-1388,,"FA, Voice, Wet and Dry Spr, FP, FHC, ELU, FE's",,,,
977,BGIS,,Sharon Trafford,(613) 232-1582,,,(613) 447-5510,,,,,,,,,"CEF #1, 1 Observatory Crescent",,,FALSE,Kelly Burchill,,,AI,$0.00,,Tender,,"FHC, ELU, FE's","Bldg vacant, need Kelly to access. 2011-1 tech, 1 hr or 2 days for CEF #1 to 7, 2015-1 tech, 1 day for CEF #1 to 7 and Armco.",,,
979,BGIS,,Sharon Trafford,(613) 232-1582,,,(613) 447-5510,,,,,,,,,"CEF #2, 1 Observatory Crescent",,,FALSE,Kelly Burchill,,,AI,$0.00,,Tender,,"ELU, FE's","Bldg vacant, need Kelly to access. 2011-1 tech or 2 days for CEF #1 to 7, 2015-1 tech, 1 day for CEF #1 to 7 and Armco. MUST WEAR PPE EQPT AS OF AUG 2011.",,,
981,BGIS,,Sharon Trafford,(613) 232-1582,,,(613) 447-5510,,,,,,,,,"CEF #3, 1 Observatory Crescent",,,FALSE,Kelly Burchill,,,AI,$0.00,,Tender,,"FHC, ELU, FE's","Bldg vacant, need Kelly to access. 2011-2 techs 1 hr or 2 days for CEF #1 to 7, 2015-1 tech, 1 day for CEF #1 to 7 and Armco.",,,
983,BGIS,,Sharon Trafford,(613) 232-1582,,,(613) 447-5510,,,,,,,,,"CEF #4, 1 Observatory Crescent",,,FALSE,Kelly Burchill,,,AI,$0.00,,Tender,,"ELU, FE's","Bldg vacant, need Kelly to access. 2011-2 techs, 1 hr or 2 days for CEF #1 to 7, 2015-1 tech, 1 day for CEF #1 to 7 and Armco.",,,
985,BGIS,,Sharon Trafford,(613) 232-1582,,,(613) 447-5510,,,,,,,,,"CEF #5, 1 Observatory Crescent",,,FALSE,Kelly Burchill,,,AI,$0.00,,Tender,,"ELU, FE's","Bldg vacant, need Kelly to access. 2011-2 techs, 1 hr or 2 days for CEF #1 to 7, 2015-1 tech, 1 day for CEF #1 to 7 and Armco.",,,
1083,BGIS,,Sharon Trafford,(613) 232-1582,,,(613) 447-5510,,,,,,,,,CEF #6 - Hydro Vault,,,FALSE,Kelly Burchill,,,AI,$0.00,,Tender,,1 ELU and 1 FE Only,"Need 48 hours notice to enter. 2011-2 techs, 1 hr or 2 days for CEF #1 to 7, 2015-1 tech, 1 day for CEF #1 to 7 and Armco.",,,
989,BGIS,,Sharon Trafford,(613) 232-1582,,,(613) 447-5510,,,,,,,,,"CEF #7, 1 Observatory Crescent",,,FALSE,Kelly Burchill,,,AI,$0.00,,Tender,,"FHC, ELU, FE's","Bldg vacant, need Kelly to access. All combo units hard wired, have to take aprt to power down (BM - June 2012). 2 days for CEF #1 to 7, 2015-1 tech, 1 day for CEF #1 to 7 and Armco.",,,
