Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Effective Date1,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.,Customer1,UnMatched
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,103 MALVERN DRIVE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,103 MALVERN DRIVE,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,5 MORTON DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,5 MORTON DRIVE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,5 MORTON DRIVE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,5 MORTON DRIVE,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,5 MORTON DRIVE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,5 MORTON DRIVE,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,6680 DORACK DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,6680 DORACK DRIVE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,6680 DORACK DRIVE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,6680 DORACK DRIVE,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,6680 DORACK DRIVE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,6680 DORACK DRIVE,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,63 EVELYN AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,63 EVELYN AVENUE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,63 EVELYN AVENUE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,63 EVELYN AVENUE,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,63 EVELYN AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,63 EVELYN AVENUE,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,35 CORKSTOWN ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,35 CORKSTOWN ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,35 CORKSTOWN ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,35 CORKSTOWN ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,35 CORKSTOWN ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,35 CORKSTOWN ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,29 LISGAR STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,29 LISGAR STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,29 LISGAR STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,29 LISGAR STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,29 LISGAR STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,29 LISGAR STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,149 BERRIGAN DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,149 BERRIGAN DRIVE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,149 BERRIGAN DRIVE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,149 BERRIGAN DRIVE,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,149 BERRIGAN DRIVE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,149 BERRIGAN DRIVE,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,1000 VALIN STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,1000 VALIN STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,1000 VALIN STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,1000 VALIN STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,1000 VALIN STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,1000 VALIN STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,54 KENNEVALE DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,54 KENNEVALE DRIVE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,54 KENNEVALE DRIVE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,54 KENNEVALE DRIVE,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,54 KENNEVALE DRIVE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,54 KENNEVALE DRIVE,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,10 FIELDROW STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,10 FIELDROW STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,10 FIELDROW STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,10 FIELDROW STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,10 FIELDROW STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,10 FIELDROW STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,185 FIFTH AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,185 FIFTH AVENUE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,185 FIFTH AVENUE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,185 FIFTH AVENUE,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,185 FIFTH AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,185 FIFTH AVENUE,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,574 BROADVIEW AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,574 BROADVIEW AVENUE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,AI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,574 BROADVIEW AVENUE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
,,,Bi-monthly sprinkler inspections-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,TENDER 19-036,,BI,NA,,11/27/2018,01/01/2020,01/01/2020,,,,,,,,,,574 BROADVIEW AVENUE,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA-CARLETON DISTRICT SCHOOL BOARD
